n_type,column,prev,prev2,status,keisen_count,total_samples,match_count,match_rate,keisen_predictions,actual_top_n
n4,一の位,3,2,MATCH,5,53,5,1.0,"5,6,2,3,4","5,6,2,4,3"
n4,一の位,4,2,MATCH,4,42,4,1.0,"5,4,6,8","5,4,6,8"
n4,一の位,5,2,MATCH,3,55,3,1.0,"6,9,1","6,9,1"
n4,一の位,6,2,MATCH,3,37,3,1.0,"8,2,3","8,2,3"
n4,一の位,7,2,MATCH,3,49,3,1.0,"1,0,7","1,0,7"
n4,一の位,8,2,MATCH,3,51,3,1.0,"8,4,6","8,4,6"
n4,一の位,9,2,MATCH,3,56,3,1.0,"7,8,9","7,8,9"
n4,一の位,0,3,MATCH,3,44,3,1.0,"0,4,5","0,4,5"
n4,一の位,1,3,MATCH,3,48,3,1.0,"7,1,8","7,1,8"
n4,一の位,2,3,MATCH,5,44,5,1.0,"9,7,3,4,8","9,4,7,3,8"
n4,一の位,3,3,MATCH,3,50,3,1.0,"6,2,3","6,3,2"
n4,一の位,4,3,MATCH,4,48,4,1.0,"7,0,6,9","7,0,6,9"
n4,一の位,5,3,MATCH,3,48,3,1.0,"1,9,2","1,9,2"
n4,一の位,6,3,MATCH,4,64,4,1.0,"5,3,7,8","5,3,7,8"
n4,一の位,7,3,MATCH,4,43,4,1.0,"2,1,4,5","2,1,4,5"
n4,一の位,8,3,MATCH,4,48,4,1.0,"9,2,0,7","9,2,0,7"
n4,一の位,9,3,MATCH,5,45,5,1.0,"5,8,1,2,9","5,8,1,2,9"
n4,一の位,0,4,MATCH,3,42,3,1.0,"5,0,7","5,0,7"
n4,一の位,1,4,MATCH,4,53,4,1.0,"2,6,4,5","2,6,4,5"
n4,一の位,2,4,MATCH,3,49,3,1.0,"2,3,7","2,3,7"
n4,一の位,3,4,MATCH,3,45,3,1.0,"2,9,8","2,8,9"
n4,一の位,4,4,MATCH,5,42,5,1.0,"3,4,0,2,5","3,0,2,4,5"
n4,一の位,5,4,MATCH,3,53,3,1.0,"0,5,9","0,5,9"
n4,一の位,6,4,MATCH,3,52,3,1.0,"0,4,5","0,4,5"
n4,一の位,7,4,MATCH,3,53,3,1.0,"6,2,9","6,2,9"
n4,一の位,8,4,PARTIAL_MATCH,3,56,2,0.6666666666666666,"1,4,8","0,4,8"
n4,一の位,9,4,MATCH,4,48,4,1.0,"5,9,6,7","5,9,6,7"
n4,一の位,0,5,PARTIAL_MATCH,3,58,2,0.6666666666666666,"6,0,4","6,1,0"
n4,一の位,1,5,PARTIAL_MATCH,3,52,2,0.6666666666666666,"2,5,8","5,2,3"
n4,一の位,2,5,MATCH,7,41,7,1.0,"1,3,0,2,4,8,9","3,1,0,2,4,8,9"
n4,一の位,3,5,MATCH,4,45,4,1.0,"7,4,3,8","4,7,8,3"
n4,一の位,4,5,MATCH,5,54,5,1.0,"5,7,2,8,9","5,7,2,8,9"
n4,一の位,5,5,PARTIAL_MATCH,3,53,2,0.6666666666666666,"0,4,9","0,9,1"
n4,一の位,6,5,MATCH,3,44,3,1.0,"5,2,3","5,2,3"
n4,一の位,7,5,PARTIAL_MATCH,3,41,2,0.6666666666666666,"1,5,9","1,5,7"
n4,一の位,8,5,MATCH,4,51,4,1.0,"0,6,3,9","0,6,3,9"
n4,一の位,9,5,MATCH,3,72,3,1.0,"9,4,6","9,4,6"
n4,一の位,0,6,MATCH,4,49,4,1.0,"6,8,2,3","6,8,2,3"
n4,一の位,1,6,MATCH,4,51,4,1.0,"0,1,3,5","1,3,5,0"
n4,一の位,2,6,MATCH,4,50,4,1.0,"2,0,3,5","2,0,5,3"
n4,一の位,3,6,MATCH,3,60,3,1.0,"1,0,9","1,0,9"
n4,一の位,4,6,PARTIAL_MATCH,5,47,4,0.8,"6,8,5,7,9","6,8,5,7,3"
n4,一の位,5,6,MATCH,4,43,4,1.0,"1,5,4,8","1,5,4,8"
n4,一の位,6,6,MATCH,3,46,3,1.0,"1,4,6","1,4,6"
n4,一の位,7,6,MATCH,3,45,3,1.0,"4,7,9","4,7,9"
n4,一の位,8,6,MATCH,3,54,3,1.0,"1,2,9","1,2,9"
n4,一の位,9,6,MATCH,3,53,3,1.0,"3,9,1","3,9,1"
n4,一の位,0,7,MATCH,3,46,3,1.0,"6,0,2","6,0,2"
n4,一の位,1,7,MATCH,4,43,4,1.0,"5,6,1,9","5,6,1,9"
n4,一の位,2,7,MATCH,4,47,4,1.0,"7,8,5,9","7,8,5,9"
n4,一の位,3,7,PARTIAL_MATCH,4,42,3,0.75,"2,6,8,0","6,8,0,3"
n4,一の位,4,7,MATCH,7,47,7,1.0,"2,9,1,5,6,7,8","2,9,1,5,6,7,8"
n4,一の位,5,7,MATCH,3,55,3,1.0,"0,9,5","0,9,5"
n4,一の位,6,7,MATCH,5,52,5,1.0,"1,4,3,7,9","1,4,3,7,9"
n4,一の位,7,7,MATCH,3,54,3,1.0,"5,6,8","5,6,8"
n4,一の位,8,7,MATCH,3,55,3,1.0,"0,4,6","0,4,6"
n4,一の位,9,7,MATCH,3,52,3,1.0,"2,7,8","2,7,8"
n4,一の位,0,8,MATCH,5,63,5,1.0,"1,7,2,3,5","1,7,2,3,5"
n4,一の位,1,8,MATCH,3,49,3,1.0,"9,5,7","9,5,7"
n4,一の位,2,8,MATCH,3,56,3,1.0,"2,5,9","2,5,9"
n4,一の位,3,8,MATCH,7,45,7,1.0,"6,5,0,3,4,7,8","6,5,0,3,4,7,8"
n4,一の位,4,8,MATCH,5,61,5,1.0,"1,9,2,3,6","1,9,2,3,6"
n4,一の位,5,8,MATCH,3,30,3,1.0,"0,8,6","0,8,6"
n4,一の位,6,8,MATCH,3,61,3,1.0,"1,2,9","1,2,9"
n4,一の位,7,8,MATCH,3,47,3,1.0,"5,2,6","5,2,6"
n4,一の位,8,8,MATCH,3,43,3,1.0,"0,1,6","0,1,6"
n4,一の位,9,8,MATCH,3,49,3,1.0,"0,5,8","0,5,8"
n4,一の位,0,9,MATCH,3,52,3,1.0,"7,5,1","7,5,1"
n4,一の位,1,9,MATCH,4,54,4,1.0,"5,0,7,9","5,0,7,9"
n4,一の位,2,9,MATCH,3,51,3,1.0,"1,5,3","1,5,3"
n4,一の位,3,9,MATCH,3,47,3,1.0,"2,1,0","2,1,0"
n4,一の位,4,9,MATCH,3,57,3,1.0,"8,1,0","8,1,0"
n4,一の位,5,9,MATCH,3,47,3,1.0,"4,0,3","4,0,3"
n4,一の位,6,9,MATCH,4,49,4,1.0,"3,9,1,2","3,9,1,2"
n4,一の位,7,9,MATCH,3,59,3,1.0,"8,0,5","8,0,5"
n4,一の位,8,9,MATCH,3,54,3,1.0,"4,9,3","4,9,3"
n4,一の位,9,9,MATCH,3,72,3,1.0,"0,6,9","0,6,9"
